mne1,nsexe,nag,ntravail,ntpp,ndiplo,idmen,obs,same_sexe,hh_twin_after
4,1,49,1,2,2,1021120,1,0,0
4,2,49,2,,1,1021120,2,0,0
4,1,32,1,,4,1021230,1,1,0
4,2,32,1,,4,1021230,2,1,0
3,1,32,1,1,4,1021330,1,0,0
3,2,28,1,1,6,1021330,2,0,0
3,1,35,1,1,9,1021340,1,1,0
3,2,33,1,1,9,1021340,2,1,0
3,1,43,1,2,4,1021370,1,0,0
3,2,37,2,,6,1021370,2,0,0
4,2,42,1,2,4,1021420,1,0,0
4,1,38,1,2,4,1021420,2,0,0
3,1,51,1,2,1,1021450,1,0,0
3,2,26,,,1,1021450,2,0,0
3,1,40,1,2,4,1021460,1,1,0
3,2,32,1,2,6,1021460,2,1,0
2,2,40,1,2,8,1021470,1,1,0
2,1,39,1,2,9,1021470,2,1,0
3,1,47,1,,8,1021550,1,0,0
3,2,38,2,,4,1021550,2,0,0
2,1,29,1,2,1,1021610,1,0,0
2,2,26,2,,9,1021610,2,0,0
2,1,56,1,2,3,1021630,1,1,0
2,2,50,1,,8,1021630,2,1,0
2,1,32,1,1,4,1021720,1,1,0
2,2,29,1,1,9,1021720,2,1,0
2,2,29,1,2,8,1021840,1,1,0
2,1,29,1,2,5,1021840,2,1,0
2,1,43,1,,5,1021950,1,0,0
2,2,40,1,1,5,1021950,2,0,0
2,1,48,1,2,4,1022100,1,1,0
2,2,45,1,2,4,1022100,2,1,0
2,1,44,1,2,5,1022110,1,0,0
2,2,37,1,2,5,1022110,2,0,0
2,1,40,1,1,8,1022170,1,1,0
2,2,38,1,1,9,1022170,2,1,0
2,2,37,1,2,4,1022360,1,1,0
2,1,36,1,2,5,1022360,2,1,0
2,1,47,1,,1,1022440,1,0,0
2,2,44,1,1,1,1022440,2,0,0
2,1,49,1,1,1,1022610,1,1,0
2,2,41,1,1,1,1022610,2,1,0
2,1,54,1,2,8,1022720,1,0,0
2,2,44,1,2,8,1022720,2,0,0
2,1,47,1,1,4,1022730,1,1,0
2,2,43,1,2,4,1022730,2,1,0
3,1,36,1,2,9,1022760,1,1,0
3,2,34,2,,8,1022760,2,1,0
2,1,49,2,,4,1022860,1,1,0
2,2,43,1,2,6,1022860,2,1,0
2,1,44,1,,8,1022970,1,1,0
2,2,40,1,2,5,1022970,2,1,0
2,1,41,1,2,4,1023070,1,1,0
2,2,34,1,2,8,1023070,2,1,0
2,1,39,1,,8,1023110,1,0,0
2,2,36,1,2,4,1023110,2,0,0
2,1,46,1,2,4,1023150,1,0,1
2,2,45,1,2,4,1023150,2,0,1
4,1,53,2,,7,1023260,1,0,0
4,2,50,2,,1,1023260,2,0,0
3,1,50,1,,4,1023270,1,0,0
3,2,45,1,,9,1023270,2,0,0
3,1,42,1,,5,1023280,1,1,0
3,2,40,1,,8,1023280,2,1,0
2,1,43,1,2,9,1023350,1,1,0
2,2,39,1,2,9,1023350,2,1,0
1,1,49,1,2,4,1023420,1,0,0
1,2,47,1,2,1,1023420,2,0,0
2,2,44,1,1,8,1023440,1,0,0
2,1,42,1,1,4,1023440,2,0,0
2,1,29,1,2,9,1023570,1,0,0
2,2,29,1,2,9,1023570,2,0,0
2,2,39,2,,4,1023580,1,0,0
2,1,39,1,2,4,1023580,2,0,0
1,1,51,1,2,4,1023700,1,1,0
1,2,47,2,,1,1023700,2,1,0
5,1,45,1,1,9,1023900,1,0,0
5,2,39,1,1,9,1023900,2,0,0
2,1,52,1,,8,1023980,1,1,0
2,2,51,1,2,4,1023980,2,1,0
2,2,38,1,1,9,1024110,1,0,0
2,1,37,1,1,9,1024110,2,0,0
2,1,36,1,2,9,1024130,1,0,0
2,2,34,2,,7,1024130,2,0,0
2,1,41,1,2,5,1024210,1,1,0
2,2,40,1,2,9,1024210,2,1,0
1,1,52,1,1,1,1024230,1,0,0
1,2,51,1,1,8,1024230,2,0,0
2,1,50,1,,5,1024280,1,1,0
2,2,48,1,1,8,1024280,2,1,0
3,2,39,2,,6,1024400,1,0,0
3,1,37,1,2,8,1024400,2,0,0
2,2,41,1,2,9,1024470,1,1,0
2,1,40,1,2,9,1024470,2,1,0
7,1,59,1,2,1,1024510,1,0,0
7,2,47,2,,2,1024510,2,0,0
2,2,35,1,2,9,1024530,1,0,0
2,1,35,1,2,9,1024530,2,0,0
2,1,44,1,2,9,1024590,1,0,0
2,2,35,1,2,8,1024590,2,0,0
2,1,42,1,1,8,1024760,1,0,0
2,2,40,1,1,8,1024760,2,0,0
2,1,40,1,2,8,1024800,1,1,0
2,2,31,2,,4,1024800,2,1,0
2,1,43,1,2,8,1024840,1,0,0
2,2,38,2,,9,1024840,2,0,0
3,1,54,1,2,4,1024900,1,0,0
3,2,49,2,,3,1024900,2,0,0
2,1,44,1,1,1,1024950,1,1,0
2,2,44,1,1,6,1024950,2,1,0
3,1,47,1,2,4,1024970,1,1,0
3,2,43,1,2,1,1024970,2,1,0
2,2,39,1,2,9,1025020,1,0,0
2,1,37,1,2,9,1025020,2,0,0
5,1,45,2,,9,1025080,1,0,0
5,2,33,2,,4,1025080,2,0,0
2,1,36,1,2,4,1025110,1,0,0
2,2,35,2,,6,1025110,2,0,0
2,1,41,1,2,9,1025170,1,0,0
2,2,35,1,2,9,1025170,2,0,0
3,1,33,2,,4,1025260,1,0,0
3,2,31,2,,1,1025260,2,0,0
3,1,35,1,2,4,1025360,1,1,0
3,2,33,2,,4,1025360,2,1,0
2,1,34,1,2,5,1025390,1,1,0
2,2,34,1,2,7,1025390,2,1,0
1,2,52,1,,9,1025510,1,1,0
1,1,52,1,2,4,1025510,2,1,0
3,1,48,1,2,8,1025520,1,1,0
3,2,45,1,2,6,1025520,2,1,0
2,1,43,1,2,1,1025580,1,1,0
2,2,38,1,2,4,1025580,2,1,0
2,1,41,2,,1,1025650,1,0,0
2,2,38,2,,1,1025650,2,0,0
4,1,52,1,,1,1025700,1,1,0
4,2,49,1,2,9,1025700,2,1,0
2,1,48,1,1,9,1025940,1,0,0
2,2,48,1,1,9,1025940,2,0,0
2,1,41,1,2,9,1025990,1,0,0
2,2,34,2,,1,1025990,2,0,0
3,1,40,1,2,4,1026040,1,1,0
3,2,37,1,2,4,1026040,2,1,0
2,2,48,1,2,1,1026060,1,0,0
2,1,47,1,2,5,1026060,2,0,0
2,1,43,1,2,8,1026190,1,0,0
2,2,40,1,2,9,1026190,2,0,0
2,1,48,1,2,4,1026200,1,1,0
2,2,48,1,2,4,1026200,2,1,0
2,1,48,1,2,3,1026240,1,0,0
2,2,43,1,2,4,1026240,2,0,0
3,1,34,1,2,9,1026260,1,1,0
3,2,29,2,,8,1026260,2,1,0
3,1,47,1,,1,1026280,1,0,0
3,2,37,1,,1,1026280,2,0,0
6,1,50,1,2,8,1026310,1,0,0
6,2,40,2,,4,1026310,2,0,0
2,2,45,1,1,4,1026350,1,1,0
2,1,44,1,1,8,1026350,2,1,0
3,1,39,2,,6,1026420,1,0,0
3,2,39,1,2,7,1026420,2,0,0
3,1,57,1,,9,1026440,1,0,0
3,2,54,1,1,9,1026440,2,0,0
4,1,54,2,,9,1026450,1,1,0
4,2,47,2,,5,1026450,2,1,0
2,1,42,1,1,8,1026520,1,1,0
2,2,37,1,1,7,1026520,2,1,0
3,2,43,1,2,1,1026700,1,1,0
3,1,30,1,2,4,1026700,2,1,0
2,1,32,1,2,9,1026770,1,0,0
2,2,31,1,2,8,1026770,2,0,0
2,1,50,1,,8,1026830,1,1,0
2,2,35,2,,1,1026830,2,1,0
2,1,44,1,2,4,1027040,1,1,0
2,2,36,1,2,8,1027040,2,1,0
2,1,42,1,2,4,1027250,1,1,0
2,2,38,2,,4,1027250,2,1,0
2,1,39,1,2,4,1027370,1,1,0
2,2,34,2,,4,1027370,2,1,0
2,1,37,1,2,8,1027400,1,1,0
2,2,32,2,,8,1027400,2,1,0
1,1,60,1,2,7,1027510,1,1,0
1,2,49,1,2,4,1027510,2,1,0
3,1,48,1,2,8,1027590,1,1,0
3,2,43,1,,6,1027590,2,1,0
2,1,43,1,2,5,1027630,1,0,0
2,2,37,1,2,8,1027630,2,0,0
2,1,38,1,2,8,1027710,1,0,0
2,2,36,1,2,9,1027710,2,0,0
3,1,45,2,,9,1027830,1,0,0
3,2,39,2,,9,1027830,2,0,0
2,1,39,1,2,1,1027870,1,0,0
2,2,33,1,2,6,1027870,2,0,0
3,1,39,1,2,4,1027900,1,1,0
3,2,38,1,,4,1027900,2,1,0
2,1,36,1,2,5,1028010,1,0,0
2,2,35,1,2,8,1028010,2,0,0
4,1,34,1,2,1,1028100,1,1,0
4,2,32,2,,1,1028100,2,1,0
4,1,46,1,2,1,1028300,1,1,0
4,2,36,2,,1,1028300,2,1,0
2,2,28,2,,6,1028320,1,1,0
2,1,28,1,2,4,1028320,2,1,0
2,2,38,1,2,5,1028430,1,0,0
2,1,38,1,2,5,1028430,2,0,0
2,2,40,1,2,9,1028650,1,1,0
2,1,39,1,2,9,1028650,2,1,0
3,1,40,1,2,4,1028770,1,1,0
3,2,39,1,2,4,1028770,2,1,0
3,1,37,1,2,8,1028820,1,1,0
3,2,35,1,2,9,1028820,2,1,0
2,1,31,1,2,5,1028910,1,1,0
2,2,29,1,2,4,1028910,2,1,0
2,1,42,1,1,1,1029100,1,0,0
2,2,37,1,1,1,1029100,2,0,0
3,1,44,1,2,6,1029130,1,1,0
3,2,42,1,2,3,1029130,2,1,0
3,1,36,2,,4,1029210,1,1,0
3,2,35,2,,5,1029210,2,1,0
2,1,43,1,1,3,1029220,1,0,0
2,2,41,1,1,8,1029220,2,0,0
2,2,33,1,1,5,1029240,1,0,0
2,1,29,1,1,5,1029240,2,0,0
2,1,42,1,1,9,1029390,1,1,0
2,2,41,1,1,9,1029390,2,1,0
2,1,53,1,2,3,1029480,1,1,0
2,2,49,2,,1,1029480,2,1,0
0,1,59,1,2,2,1029510,1,0,0
0,2,55,1,2,4,1029510,2,0,0
3,1,47,1,1,1,1029530,1,0,0
3,2,40,1,2,4,1029530,2,0,0
2,1,36,1,2,9,1029620,1,0,0
2,2,33,1,2,9,1029620,2,0,0
4,2,45,1,2,8,1029630,1,1,0
4,1,43,1,2,9,1029630,2,1,0
2,2,43,1,2,5,1029640,1,1,0
2,1,41,1,2,8,1029640,2,1,0
2,2,43,1,2,8,1029650,1,0,0
2,1,41,1,2,4,1029650,2,0,0
2,1,37,1,2,8,1029670,1,1,0
2,2,31,1,2,8,1029670,2,1,0
2,2,50,1,2,4,1029710,1,0,0
2,1,50,1,2,4,1029710,2,0,0
2,1,41,1,2,6,1029720,1,0,0
2,2,28,1,2,6,1029720,2,0,0
4,1,53,1,,9,1029770,1,0,0
4,2,42,1,2,9,1029770,2,0,0
3,1,40,1,2,3,1029840,1,1,0
3,2,33,2,,1,1029840,2,1,0
4,1,55,1,2,4,1029920,1,1,0
4,2,46,1,2,4,1029920,2,1,0
3,1,36,2,,4,1029950,1,1,0
3,2,34,2,,1,1029950,2,1,0
2,1,31,1,1,9,1030120,1,1,0
2,2,28,1,1,8,1030120,2,1,0
3,1,58,1,2,9,1030150,1,1,0
3,2,53,2,,8,1030150,2,1,0
4,1,44,1,1,9,1030180,1,1,0
4,2,43,1,1,9,1030180,2,1,0
2,1,36,2,,5,1030190,1,0,0
2,2,33,1,1,8,1030190,2,0,0
6,1,41,1,2,1,1030440,1,1,0
6,2,33,2,,1,1030440,2,1,0
2,2,53,2,,4,1030470,1,1,0
2,1,51,1,2,3,1030470,2,1,0
2,2,45,1,2,8,1030610,1,1,0
2,1,45,1,2,4,1030610,2,1,0
2,1,36,1,2,4,1030670,1,0,0
2,2,35,2,,4,1030670,2,0,0
2,2,45,1,2,9,1030780,1,0,0
2,1,45,1,,9,1030780,2,0,0
3,2,49,1,2,8,1030840,1,1,1
3,1,45,1,,9,1030840,2,1,1
3,1,39,1,2,5,1030870,1,1,0
3,2,34,1,2,4,1030870,2,1,0
2,1,47,2,,4,1030970,1,0,0
2,2,41,2,,1,1030970,2,0,0
3,1,43,1,2,4,1031090,1,0,1
3,2,37,2,,4,1031090,2,0,1
2,1,37,1,2,9,1031110,1,1,0
2,2,35,2,,9,1031110,2,1,0
2,1,44,1,,9,1031170,1,1,0
2,2,42,1,2,8,1031170,2,1,0
3,1,45,1,,7,1031270,1,0,0
3,2,40,1,2,7,1031270,2,0,0
3,2,34,1,1,5,1031310,1,0,0
3,1,34,1,1,4,1031310,2,0,0
5,1,46,1,2,1,1031320,1,1,0
5,2,38,2,,1,1031320,2,1,0
5,1,37,1,2,5,1031520,1,1,0
5,2,33,2,,3,1031520,2,1,0
2,1,46,1,1,4,1031590,1,0,0
2,2,42,1,1,4,1031590,2,0,0
3,2,34,2,,1,1031630,1,1,0
3,1,32,2,,1,1031630,2,1,0
2,1,45,2,,1,1031690,1,1,0
2,2,42,1,2,1,1031690,2,1,0
2,2,27,1,2,4,1031870,1,1,0
2,1,27,1,2,5,1031870,2,1,0
2,1,42,2,,9,1031910,1,0,0
2,2,38,2,,3,1031910,2,0,0
2,1,50,1,2,4,1031920,1,0,0
2,2,44,1,2,4,1031920,2,0,0
2,2,42,1,2,8,1031940,1,1,0
2,1,42,1,2,8,1031940,2,1,0
3,1,41,1,2,9,1032120,1,1,0
3,2,37,1,2,3,1032120,2,1,0
2,1,46,1,2,1,1032140,1,0,0
2,2,36,1,2,8,1032140,2,0,0
4,2,47,2,,4,1032150,1,0,0
4,1,46,1,2,4,1032150,2,0,0
2,1,48,1,2,4,1032180,1,0,0
2,2,47,2,,3,1032180,2,0,0
2,1,36,1,1,8,1032190,1,0,0
2,2,32,1,1,3,1032190,2,0,0
3,2,43,1,2,5,1032260,1,1,0
3,1,43,1,,4,1032260,2,1,0
2,2,49,1,2,3,1032270,1,0,0
2,1,44,1,2,1,1032270,2,0,0
2,1,41,1,1,4,1032320,1,0,0
2,2,38,1,1,6,1032320,2,0,0
3,2,37,1,2,9,1032500,1,0,0
3,1,37,1,2,9,1032500,2,0,0
0,1,52,1,2,4,1032570,1,1,0
0,2,51,1,2,7,1032570,2,1,0
3,1,49,2,,4,1032610,1,0,0
3,2,47,2,,4,1032610,2,0,0
2,1,46,1,2,8,1032760,1,0,0
2,2,43,1,2,8,1032760,2,0,0
2,1,41,1,2,5,1032840,1,1,0
2,2,37,2,,5,1032840,2,1,0
4,2,38,1,2,1,1032920,1,0,0
4,1,38,2,,5,1032920,2,0,0
2,2,36,1,1,8,1033000,1,0,0
2,1,34,1,1,8,1033000,2,0,0
3,1,37,2,,4,1033030,1,1,0
3,2,32,2,,6,1033030,2,1,0
2,1,32,1,2,8,1033050,1,0,0
2,2,30,2,,8,1033050,2,0,0
2,1,43,2,,1,1033140,1,0,0
2,2,30,2,,4,1033140,2,0,0
3,2,38,1,2,5,1033150,1,1,0
3,1,30,1,,5,1033150,2,1,0
2,1,54,1,2,8,1033160,1,0,0
2,2,49,1,2,8,1033160,2,0,0
4,1,52,1,2,4,1033290,1,0,0
4,2,50,2,,6,1033290,2,0,0
2,1,60,2,,9,1033310,1,0,0
2,2,56,1,2,5,1033310,2,0,0
2,1,35,1,2,5,1033360,1,0,0
2,2,35,1,2,9,1033360,2,0,0
2,1,46,1,2,4,1033380,1,1,0
2,2,41,1,2,4,1033380,2,1,0
2,1,47,2,,1,1033390,1,1,0
2,2,37,2,,1,1033390,2,1,0
3,1,41,2,,8,1033440,1,0,0
3,2,40,1,2,9,1033440,2,0,0
2,1,42,1,,9,1033500,1,0,0
2,2,40,1,2,4,1033500,2,0,0
2,1,45,1,2,8,1033520,1,0,0
2,2,42,1,2,4,1033520,2,0,0
3,1,45,2,,1,1033530,1,0,0
3,2,38,2,,7,1033530,2,0,0
0,2,60,2,,1,1033570,1,1,0
0,1,54,2,,1,1033570,2,1,0
2,2,34,1,2,8,1033650,1,1,0
2,1,34,2,,8,1033650,2,1,0
3,1,46,1,,9,1033700,1,1,0
3,2,46,1,,9,1033700,2,1,0
2,1,58,1,2,8,1033780,1,0,0
2,2,53,2,,6,1033780,2,0,0
3,1,49,1,2,9,1033850,1,1,0
3,2,49,1,2,9,1033850,2,1,0
2,2,23,2,,3,1033870,1,1,0
2,1,23,2,,3,1033870,2,1,0
3,1,34,1,2,4,1033950,1,1,0
3,2,28,1,2,4,1033950,2,1,0
2,1,31,1,1,3,1034000,1,0,0
2,2,29,1,1,8,1034000,2,0,0
3,1,45,1,,8,1034220,1,0,0
3,2,43,1,2,8,1034220,2,0,0
3,2,46,1,,9,1034280,1,1,0
3,1,44,1,2,9,1034280,2,1,0
2,1,43,2,,1,1034310,1,1,0
2,2,33,2,,1,1034310,2,1,0
2,2,41,1,,9,1034330,1,1,0
2,1,40,1,2,9,1034330,2,1,0
2,1,55,1,2,4,1034500,1,1,0
2,2,49,2,,1,1034500,2,1,0
2,2,45,1,,8,1034530,1,0,0
2,1,44,1,,8,1034530,2,0,0
3,2,46,1,2,4,1034600,1,0,0
3,1,43,2,,4,1034600,2,0,0
4,1,31,1,2,6,1034630,1,1,0
4,2,30,2,,4,1034630,2,1,0
2,2,41,1,2,6,1034740,1,0,0
2,1,40,1,2,3,1034740,2,0,0
3,2,47,1,1,9,1034770,1,0,0
3,1,47,1,1,4,1034770,2,0,0
2,1,49,1,2,5,1034970,1,1,0
2,2,45,1,2,4,1034970,2,1,0
3,1,41,1,2,7,1035100,1,0,0
3,2,33,1,2,7,1035100,2,0,0
2,1,51,1,2,9,1035200,1,1,0
2,2,46,1,2,9,1035200,2,1,0
2,1,57,1,2,8,1035330,1,0,0
2,2,51,1,2,7,1035330,2,0,0
2,1,47,1,2,4,1035360,1,1,0
2,2,45,1,2,8,1035360,2,1,0
3,1,35,1,2,6,1035370,1,0,0
3,2,35,2,,8,1035370,2,0,0
3,2,32,2,,6,1035390,1,0,0
3,1,30,1,2,5,1035390,2,0,0
3,1,39,2,,5,1035400,1,1,0
3,2,38,,,7,1035400,2,1,0
4,1,49,1,2,7,1035440,1,1,0
4,2,33,2,,7,1035440,2,1,0
2,1,48,1,2,5,1035510,1,0,0
2,2,42,1,2,9,1035510,2,0,0
2,1,33,1,,4,1035590,1,0,0
2,2,32,1,2,9,1035590,2,0,0
2,1,38,1,,1,1035640,1,1,0
2,2,37,1,2,5,1035640,2,1,0
3,1,33,1,2,8,1035740,1,0,0
3,2,29,2,,9,1035740,2,0,0
2,1,47,1,,8,1035900,1,0,0
2,2,20,2,,1,1035900,2,0,0
2,1,36,1,2,4,1035940,1,0,0
2,2,34,1,2,8,1035940,2,0,0
2,1,49,1,2,8,1035980,1,1,0
2,2,37,1,2,8,1035980,2,1,0
2,1,47,1,2,1,1036010,1,1,0
2,2,44,2,,1,1036010,2,1,0
3,1,49,1,1,9,1036140,1,0,0
3,2,44,1,1,8,1036140,2,0,0
4,2,33,2,,4,1036200,1,1,0
4,1,32,2,,4,1036200,2,1,0
3,2,38,1,2,8,1036210,1,1,0
3,1,37,1,2,8,1036210,2,1,0
3,1,41,1,2,4,1036230,1,1,0
3,2,41,2,,1,1036230,2,1,0
3,1,41,1,2,8,1036300,1,0,0
3,2,36,1,2,6,1036300,2,0,0
2,1,45,1,2,9,1036330,1,1,0
2,2,44,1,2,7,1036330,2,1,0
4,2,32,1,2,8,1036470,1,1,0
4,1,31,1,2,7,1036470,2,1,0
2,1,42,1,2,4,1036530,1,0,0
2,2,40,1,2,7,1036530,2,0,0
2,1,60,1,2,9,1036540,1,1,0
2,2,47,1,2,9,1036540,2,1,0
3,1,33,1,2,9,1036580,1,0,0
3,2,31,1,2,8,1036580,2,0,0
2,2,34,1,2,9,1036610,1,0,0
2,1,31,1,2,8,1036610,2,0,0
2,1,26,1,2,4,1036640,1,0,0
2,2,25,2,,4,1036640,2,0,0
3,1,37,1,2,1,1036650,1,0,0
3,2,27,2,,1,1036650,2,0,0
2,2,38,1,,4,1036660,1,1,0
2,1,35,1,2,4,1036660,2,1,0
3,1,42,1,2,1,1036720,1,1,0
3,2,37,2,,4,1036720,2,1,0
2,1,54,1,1,1,1036770,1,1,0
2,2,47,1,1,1,1036770,2,1,0
2,1,35,1,2,5,1036850,1,0,0
2,2,33,1,2,8,1036850,2,0,0
5,2,40,2,,5,1036900,1,1,0
5,1,39,1,2,5,1036900,2,1,0
2,1,41,1,,1,1036950,1,1,0
2,2,35,1,1,1,1036950,2,1,0
2,1,40,1,2,6,1036960,1,1,0
2,2,38,1,2,8,1036960,2,1,0
4,1,49,1,1,1,1037080,1,1,0
4,2,38,2,,1,1037080,2,1,0
2,1,50,1,2,4,1037180,1,0,0
2,2,46,1,2,4,1037180,2,0,0
3,1,52,1,2,4,1037250,1,1,0
3,2,43,1,2,4,1037250,2,1,0
3,1,35,1,2,4,1037260,1,1,0
3,2,35,2,,5,1037260,2,1,0
2,1,39,1,2,9,1037270,1,0,0
2,2,35,1,2,9,1037270,2,0,0
3,1,48,1,,9,1037450,1,1,0
3,2,47,2,,5,1037450,2,1,0
5,1,38,2,,4,1037530,1,0,0
5,2,36,2,,1,1037530,2,0,0
2,1,54,1,2,4,1037580,1,0,1
2,2,45,1,2,8,1037580,2,0,1
2,1,53,1,2,6,1037670,1,1,0
2,2,40,1,2,8,1037670,2,1,0
3,1,38,1,2,4,1037790,1,1,0
3,2,33,2,,4,1037790,2,1,0
2,1,35,2,,9,1037830,1,0,0
2,2,31,2,,9,1037830,2,0,0
3,1,37,1,1,8,1037890,1,0,0
3,2,35,1,1,8,1037890,2,0,0
2,1,39,1,2,5,1037910,1,1,0
2,2,34,2,,5,1037910,2,1,0
2,1,37,1,2,1,1037930,1,0,0
2,2,35,1,2,4,1037930,2,0,0
2,2,30,1,2,9,1037940,1,1,1
2,1,30,1,2,9,1037940,2,1,1
2,2,43,1,1,8,1037980,1,1,0
2,1,43,1,1,5,1037980,2,1,0
2,2,54,1,2,8,1037990,1,1,0
2,1,50,1,2,9,1037990,2,1,0
2,1,53,1,2,7,1038130,1,1,0
2,2,48,1,2,8,1038130,2,1,0
2,1,45,1,2,9,1038180,1,0,0
2,2,42,1,2,9,1038180,2,0,0
2,1,52,1,2,4,1038250,1,0,0
2,2,44,1,2,4,1038250,2,0,0
2,1,42,1,2,9,1038410,1,1,0
2,2,33,1,2,8,1038410,2,1,0
2,1,46,1,2,5,1038460,1,1,0
2,2,41,1,2,7,1038460,2,1,0
3,2,36,2,,8,1038490,1,0,0
3,1,34,1,2,9,1038490,2,0,0
2,1,35,1,,8,1038590,1,1,0
2,2,35,1,2,8,1038590,2,1,0
2,1,50,2,,1,1038600,1,0,0
2,2,46,2,,1,1038600,2,0,0
1,1,58,1,1,9,1038630,1,1,0
1,2,47,1,1,8,1038630,2,1,0
0,1,56,1,,2,1038660,1,0,0
0,2,50,1,2,3,1038660,2,0,0
1,1,46,1,1,4,1038730,1,1,0
1,2,45,1,1,5,1038730,2,1,0
4,1,46,1,,9,1038750,1,1,0
4,2,44,1,1,9,1038750,2,1,0
3,1,47,2,,4,1038810,1,1,0
3,2,45,1,2,5,1038810,2,1,0
2,2,40,1,1,8,1038930,1,0,0
2,1,37,1,1,7,1038930,2,0,0
3,1,52,1,2,6,1038950,1,1,0
3,2,50,1,2,7,1038950,2,1,0
2,1,45,1,2,4,1039000,1,1,0
2,2,42,1,2,6,1039000,2,1,0
2,1,60,1,2,9,1039020,1,0,0
2,2,57,1,2,9,1039020,2,0,0
2,1,31,1,1,1,1039040,1,0,0
2,2,31,1,1,1,1039040,2,0,0
2,1,44,1,2,4,1039070,1,1,0
2,2,42,1,2,7,1039070,2,1,0
2,1,41,1,2,4,1039130,1,1,0
2,2,38,1,2,9,1039130,2,1,0
2,1,49,1,2,4,1039140,1,0,0
2,2,47,1,2,4,1039140,2,0,0
2,1,43,1,2,5,1039320,1,0,0
2,2,36,2,,9,1039320,2,0,0
2,1,53,1,1,6,1039350,1,0,0
2,2,47,1,1,6,1039350,2,0,0
2,2,51,1,,1,1039400,1,0,0
2,1,51,2,,,1039400,2,0,0
2,2,53,2,,3,1039430,1,1,0
2,1,49,1,2,6,1039430,2,1,0
2,1,46,1,2,6,1039540,1,1,0
2,2,43,1,2,8,1039540,2,1,0
3,1,49,1,1,4,1039680,1,1,0
3,2,43,1,1,9,1039680,2,1,0
3,1,52,1,2,9,1039700,1,1,0
3,2,51,1,2,9,1039700,2,1,0
2,2,36,1,2,9,1039860,1,0,1
2,1,35,1,2,9,1039860,2,0,1
3,1,40,1,2,9,1039880,1,1,0
3,2,40,1,2,9,1039880,2,1,0
2,1,54,1,2,9,1039920,1,0,0
2,2,54,1,2,9,1039920,2,0,0
1,1,59,2,,8,1039980,1,0,0
1,2,52,1,,8,1039980,2,0,0
2,2,50,1,2,7,1040010,1,0,0
2,1,50,1,2,8,1040010,2,0,0
3,1,48,1,2,9,1040180,1,1,0
3,2,47,1,2,8,1040180,2,1,0
5,1,42,1,2,4,1040370,1,1,0
5,2,41,2,,4,1040370,2,1,0
2,1,43,1,2,8,1040380,1,1,0
2,2,35,1,2,5,1040380,2,1,0
2,1,50,2,,1,1040470,1,0,0
2,2,44,1,2,6,1040470,2,0,0
2,1,50,1,2,4,1040480,1,1,1
2,2,43,1,2,9,1040480,2,1,1
1,1,54,1,,4,1040520,1,0,0
1,2,53,1,2,4,1040520,2,0,0
3,1,39,1,2,6,1040540,1,1,0
3,2,33,2,,6,1040540,2,1,0
3,1,42,1,2,7,1040610,1,1,0
3,2,33,2,,3,1040610,2,1,0
2,2,53,1,,8,1040630,1,0,0
2,1,45,1,,8,1040630,2,0,0
2,1,60,2,,2,1040640,1,0,0
2,2,54,1,2,4,1040640,2,0,0
2,1,32,1,2,4,1040720,1,0,0
2,2,31,2,,4,1040720,2,0,0
3,1,35,1,2,7,1040770,1,1,0
3,2,33,2,,7,1040770,2,1,0
2,2,31,2,,1,1040780,1,0,0
2,1,31,1,2,7,1040780,2,0,0
2,2,27,1,1,4,1040970,1,1,0
2,1,27,1,1,4,1040970,2,1,0
1,1,50,1,2,6,1041070,1,0,0
1,2,47,1,2,3,1041070,2,0,0
3,1,51,1,2,5,1041090,1,1,1
3,2,41,2,,4,1041090,2,1,1
2,2,46,1,1,8,1041130,1,0,0
2,1,42,1,1,6,1041130,2,0,0
3,1,39,1,2,9,1041200,1,1,0
3,2,38,1,2,9,1041200,2,1,0
3,1,39,1,2,8,1041270,1,1,0
3,2,35,1,2,9,1041270,2,1,0
4,2,39,1,1,9,1041280,1,1,0
4,1,38,1,1,8,1041280,2,1,0
1,2,59,1,2,6,1041320,1,0,0
1,1,48,1,2,4,1041320,2,0,0
2,1,36,1,2,8,1041330,1,1,0
2,2,33,1,2,8,1041330,2,1,0
3,2,41,1,2,7,1041430,1,1,0
3,1,40,1,2,8,1041430,2,1,0
2,1,40,1,2,9,1041490,1,0,0
2,2,37,1,2,8,1041490,2,0,0
2,2,41,1,1,8,1041540,1,0,0
2,1,40,1,1,5,1041540,2,0,0
3,1,40,1,2,9,1041660,1,1,0
3,2,38,1,2,9,1041660,2,1,0
2,1,33,1,1,8,1041680,1,0,0
2,2,32,1,1,8,1041680,2,0,0
2,1,51,1,2,4,1041690,1,1,0
2,2,47,1,2,1,1041690,2,1,0
1,1,49,1,2,1,1041710,1,0,0
1,2,48,1,2,4,1041710,2,0,0
2,2,50,1,2,9,1041750,1,0,0
2,1,45,1,2,5,1041750,2,0,0
2,1,45,1,2,4,1041790,1,1,0
2,2,42,2,,1,1041790,2,1,0
2,2,57,1,2,9,1041800,1,1,0
2,1,57,1,,9,1041800,2,1,0
4,2,35,2,,5,1041910,1,1,0
4,1,35,1,2,5,1041910,2,1,0
4,1,46,1,2,1,1042000,1,1,0
4,2,37,2,,1,1042000,2,1,0
2,1,35,1,2,9,1042080,1,1,0
2,2,23,2,,9,1042080,2,1,0
