mne1,nsexe,nag,ntravail,ntpp,ndiplo,idmen,obs,same_sexe,hh_twin_after
4,2,39,2,,4,1176430,2,1,0
2,1,53,1,2,4,1176470,1,0,0
2,2,49,1,2,4,1176470,2,0,0
2,1,31,1,1,8,1176530,1,1,0
2,2,31,1,1,8,1176530,2,1,0
3,2,43,1,2,4,1176570,1,1,0
3,1,41,1,2,8,1176570,2,1,0
2,2,43,1,2,4,1176660,1,1,0
2,1,43,1,2,4,1176660,2,1,0
3,1,48,1,2,9,1176700,1,1,0
3,2,46,1,2,9,1176700,2,1,0
2,1,49,1,2,4,1176770,1,1,0
2,2,48,1,2,4,1176770,2,1,0
2,1,36,1,2,8,1176810,1,0,0
2,2,34,2,,6,1176810,2,0,0
2,2,47,1,2,3,1176830,1,1,0
2,1,46,1,2,3,1176830,2,1,0
2,1,40,1,2,9,1176850,1,0,0
2,2,39,2,,9,1176850,2,0,0
3,1,37,1,2,5,1176980,1,0,0
3,2,33,1,2,4,1176980,2,0,0
2,2,48,1,1,4,1177010,1,1,0
2,1,37,1,1,4,1177010,2,1,0
2,1,41,1,2,1,1177050,1,0,0
2,2,37,1,2,4,1177050,2,0,0
2,2,48,1,1,1,1177070,1,1,0
2,1,42,2,,9,1177070,2,1,0
2,1,44,1,2,7,1177140,1,1,0
2,2,37,1,2,8,1177140,2,1,0
2,1,42,1,2,5,1177170,1,0,0
2,2,39,1,2,9,1177170,2,0,0
3,1,45,1,2,4,1177220,1,1,0
3,2,44,1,2,4,1177220,2,1,0
3,1,43,1,2,9,1177230,1,1,1
3,2,40,2,,9,1177230,2,1,1
3,2,49,1,,8,1177320,1,1,1
3,1,47,1,2,7,1177320,2,1,1
3,1,35,2,,4,1177350,1,1,0
3,2,33,,,4,1177350,2,1,0
3,1,54,1,2,6,1177480,1,0,0
3,2,49,1,2,1,1177480,2,0,0
2,1,48,1,2,1,1177500,1,0,0
2,2,37,1,2,1,1177500,2,0,0
2,1,28,2,,6,1177550,1,1,0
2,2,23,2,,4,1177550,2,1,0
2,2,47,1,1,8,1177560,1,0,0
2,1,47,1,1,9,1177560,2,0,0
2,1,43,1,2,5,1177640,1,0,0
2,2,43,2,,4,1177640,2,0,0
2,2,35,2,,5,1177790,1,1,0
2,1,30,2,,4,1177790,2,1,0
2,1,39,1,2,4,1177830,1,1,0
2,2,36,1,2,1,1177830,2,1,0
2,2,44,1,1,7,1177870,1,1,0
2,1,39,1,1,5,1177870,2,1,0
2,1,43,1,1,8,1177890,1,1,0
2,2,42,1,1,9,1177890,2,1,0
2,1,52,1,2,1,1177970,1,0,0
2,2,46,1,2,6,1177970,2,0,0
2,2,33,1,1,7,1177980,1,0,0
2,1,32,1,2,7,1177980,2,0,0
2,2,46,2,,9,1178040,1,1,0
2,1,42,1,2,9,1178040,2,1,0
6,1,58,1,2,1,1178080,1,1,0
6,2,43,2,,1,1178080,2,1,0
3,2,36,2,,8,1178130,1,1,0
3,1,32,1,2,3,1178130,2,1,0
3,1,43,2,,4,1178290,1,0,0
3,2,43,1,2,5,1178290,2,0,0
2,1,50,,,9,1178370,1,0,0
2,2,48,1,2,9,1178370,2,0,0
2,1,50,1,1,4,1178480,1,0,0
2,2,49,1,1,4,1178480,2,0,0
2,1,49,1,,9,1178640,1,1,0
2,2,47,1,2,9,1178640,2,1,0
3,1,38,2,,3,1178700,1,0,0
3,2,29,2,,4,1178700,2,0,0
4,1,46,1,2,4,1178740,1,0,0
4,2,41,2,,3,1178740,2,0,0
3,1,49,1,2,1,1178920,1,0,0
3,2,46,1,2,2,1178920,2,0,0
2,2,35,1,2,9,1178950,1,0,0
2,1,34,1,2,9,1178950,2,0,0
1,1,49,1,1,3,1179180,1,1,0
1,2,49,1,1,4,1179180,2,1,0
4,2,37,1,2,3,1179260,1,0,0
4,1,35,1,2,8,1179260,2,0,0
2,1,40,1,2,1,1179360,1,1,0
2,2,39,2,,9,1179360,2,1,0
4,1,44,1,2,9,1179460,1,1,0
4,2,41,2,,9,1179460,2,1,0
2,1,39,1,2,1,1179560,1,0,0
2,2,32,1,,1,1179560,2,0,0
2,1,31,1,,9,1179610,1,0,0
2,2,30,1,1,9,1179610,2,0,0
3,1,37,1,2,5,1179710,1,1,0
3,2,32,1,2,8,1179710,2,1,0
2,1,44,1,2,9,1179730,1,0,0
2,2,37,1,2,8,1179730,2,0,0
3,2,48,2,,1,1179790,1,1,0
3,1,43,1,2,7,1179790,2,1,0
2,2,35,1,2,8,1179870,1,0,0
2,1,33,1,2,6,1179870,2,0,0
6,2,35,2,,1,1180080,1,0,2
6,1,35,1,2,4,1180080,2,0,2
2,1,46,1,2,5,1180120,1,1,1
2,2,46,1,2,5,1180120,2,1,1
3,1,40,1,2,7,1180320,1,0,0
3,2,37,1,,5,1180320,2,0,0
2,1,47,1,,4,1180330,1,0,0
2,2,43,1,2,8,1180330,2,0,0
2,2,51,1,2,1,1180350,1,0,0
2,1,51,1,,4,1180350,2,0,0
3,1,40,1,1,9,1180370,1,1,0
3,2,36,1,1,8,1180370,2,1,0
2,1,52,1,2,9,1180390,1,1,0
2,2,52,1,2,9,1180390,2,1,0
2,1,41,1,2,4,1180450,1,1,0
2,2,39,1,2,5,1180450,2,1,0
3,1,39,1,2,5,1180520,1,0,0
3,2,37,1,2,5,1180520,2,0,0
2,2,45,1,2,5,1180600,1,0,0
2,1,44,1,2,8,1180600,2,0,0
3,1,46,1,2,8,1180610,1,1,0
3,2,41,1,2,5,1180610,2,1,0
2,2,30,2,,1,1180770,1,0,0
2,1,28,1,2,4,1180770,2,0,0
3,1,51,1,2,8,1180810,1,1,1
3,2,48,1,2,7,1180810,2,1,1
2,1,42,1,2,9,1180850,1,1,0
2,2,40,1,2,9,1180850,2,1,0
3,2,43,1,2,9,1180900,1,1,0
3,1,41,1,,5,1180900,2,1,0
2,1,49,1,2,8,1180960,1,1,0
2,2,42,1,2,8,1180960,2,1,0
4,1,43,1,1,4,1181010,1,0,0
4,2,34,1,1,8,1181010,2,0,0
2,1,50,1,2,4,1181170,1,0,0
2,2,49,1,2,4,1181170,2,0,0
3,2,42,1,2,5,1181360,1,1,0
3,1,40,1,2,4,1181360,2,1,0
3,2,40,1,2,1,1181460,1,0,0
3,1,39,1,2,1,1181460,2,0,0
3,2,40,1,1,6,1181480,1,0,0
3,1,39,2,,4,1181480,2,0,0
2,2,50,2,,9,1181670,1,1,0
2,1,49,2,,9,1181670,2,1,0
2,2,44,1,2,9,1181740,1,1,0
2,1,43,1,2,9,1181740,2,1,0
2,2,43,1,2,8,1181750,1,0,0
2,1,40,1,,1,1181750,2,0,0
2,1,49,1,2,9,1182140,1,1,0
2,2,46,1,1,9,1182140,2,1,0
3,2,35,1,2,8,1182190,1,0,0
3,1,34,1,2,5,1182190,2,0,0
3,1,42,1,2,8,1182200,1,1,1
3,2,42,1,2,9,1182200,2,1,1
2,1,47,1,2,9,1182210,1,1,0
2,2,46,1,2,9,1182210,2,1,0
3,2,45,1,1,8,1182220,1,0,0
3,1,45,1,,8,1182220,2,0,0
3,2,51,1,2,8,1182240,1,0,0
3,1,50,1,2,9,1182240,2,0,0
2,1,40,2,,4,1182310,1,1,0
2,2,37,1,2,5,1182310,2,1,0
2,1,44,1,,3,1182340,1,1,0
2,2,41,2,,5,1182340,2,1,0
1,2,49,1,2,8,1182380,1,0,0
1,1,49,1,2,4,1182380,2,0,0
1,1,57,2,,4,1182490,1,1,0
1,2,55,2,,2,1182490,2,1,0
2,2,59,1,2,4,1182530,1,0,0
2,1,58,1,2,7,1182530,2,0,0
2,1,38,2,,5,1182550,1,1,0
2,2,37,1,2,9,1182550,2,1,0
2,1,39,1,2,9,1182570,1,0,0
2,2,37,1,2,9,1182570,2,0,0
2,1,36,1,2,9,1182600,1,1,0
2,2,35,2,,9,1182600,2,1,0
2,1,54,2,,1,1182720,1,1,0
2,2,49,2,,1,1182720,2,1,0
5,1,43,2,,7,1182790,1,0,0
5,2,42,2,,1,1182790,2,0,0
3,1,48,1,2,4,1182820,1,1,0
3,2,43,1,2,4,1182820,2,1,0
2,1,44,1,,7,1182880,1,1,0
2,2,34,1,,8,1182880,2,1,0
3,1,51,1,2,5,1182910,1,0,0
3,2,49,1,2,9,1182910,2,0,0
2,1,53,1,2,8,1182980,1,1,0
2,2,52,1,,9,1182980,2,1,0
1,1,53,1,2,4,1183050,1,0,0
1,2,50,2,,4,1183050,2,0,0
2,1,27,2,,1,1183150,1,0,0
2,2,23,2,,1,1183150,2,0,0
2,2,56,1,2,4,1183220,1,0,0
2,1,54,1,2,8,1183220,2,0,0
2,1,49,1,,1,1183260,1,0,0
2,2,40,1,,1,1183260,2,0,0
4,1,53,1,2,9,1183330,1,0,0
4,2,41,1,2,9,1183330,2,0,0
2,1,33,1,2,4,1183360,1,1,0
2,2,32,1,2,9,1183360,2,1,0
2,1,44,1,2,7,1183410,1,0,0
2,2,42,1,2,9,1183410,2,0,0
2,1,54,1,2,4,1183440,1,1,0
2,2,44,2,,6,1183440,2,1,0
3,2,46,1,,8,1183550,1,1,0
3,1,34,2,,6,1183550,2,1,0
2,1,53,1,2,5,1183600,1,0,0
2,2,43,1,2,7,1183600,2,0,0
2,1,49,1,2,8,1183640,1,1,0
2,2,49,1,2,8,1183640,2,1,0
2,1,33,1,2,5,1183730,1,0,0
2,2,31,1,2,8,1183730,2,0,0
3,2,44,1,2,5,1183810,1,1,0
3,1,44,1,,4,1183810,2,1,0
2,1,49,1,1,1,1183880,1,0,0
2,2,45,1,1,4,1183880,2,0,0
5,1,43,1,2,9,1183900,1,1,0
5,2,41,2,,9,1183900,2,1,0
2,2,42,1,2,5,1183930,1,0,0
2,1,39,1,2,7,1183930,2,0,0
3,1,38,1,,9,1183970,1,0,0
3,2,38,2,,9,1183970,2,0,0
3,2,45,1,2,4,1183980,1,1,0
3,1,45,1,2,4,1183980,2,1,0
2,1,43,1,2,4,1184050,1,1,0
2,2,38,1,2,4,1184050,2,1,0
2,1,44,1,2,1,1184270,1,0,0
2,2,39,2,,1,1184270,2,0,0
2,1,41,1,2,5,1184290,1,1,0
2,2,38,1,2,6,1184290,2,1,0
1,1,50,1,2,4,1184340,1,0,0
1,2,48,2,,3,1184340,2,0,0
2,1,43,1,2,5,1184370,1,1,0
2,2,41,1,2,9,1184370,2,1,0
3,1,39,2,,1,1184390,1,0,0
3,2,39,2,,1,1184390,2,0,0
2,1,51,1,,3,1184480,1,1,0
2,2,32,2,,5,1184480,2,1,0
3,1,37,1,2,7,1184590,1,0,0
3,2,35,1,2,8,1184590,2,0,0
2,1,49,1,2,7,1184720,1,1,0
2,2,48,1,2,4,1184720,2,1,0
4,2,49,2,,2,1184810,1,1,0
4,1,48,1,2,3,1184810,2,1,0
3,1,59,1,2,3,1184850,1,1,0
3,2,46,1,,1,1184850,2,1,0
2,1,57,1,1,1,1184890,1,1,0
2,2,49,1,1,4,1184890,2,1,0
3,1,60,1,2,1,1184990,1,0,0
3,2,59,2,,1,1184990,2,0,0
2,2,51,2,,9,1185080,1,0,0
2,1,48,1,2,5,1185080,2,0,0
3,2,45,1,2,9,1185120,1,0,0
3,1,43,1,2,3,1185120,2,0,0
3,2,41,2,,1,1185140,1,0,0
3,1,39,1,2,4,1185140,2,0,0
1,2,50,1,1,4,1185170,1,1,0
1,1,46,1,2,6,1185170,2,1,0
4,1,39,1,2,9,1185210,1,0,0
4,2,36,1,2,8,1185210,2,0,0
3,1,43,1,2,1,1185300,1,1,0
3,2,39,1,2,6,1185300,2,1,0
2,2,53,1,1,4,1185340,1,1,0
2,1,47,1,1,9,1185340,2,1,0
3,1,48,1,2,3,1185390,1,1,0
3,2,41,2,,4,1185390,2,1,0
3,1,55,1,1,9,1185440,1,0,0
3,2,44,1,1,9,1185440,2,0,0
3,1,39,1,2,8,1185460,1,0,0
3,2,36,1,2,4,1185460,2,0,0
2,2,42,1,2,1,1185470,1,1,0
2,1,39,1,2,5,1185470,2,1,0
2,2,38,1,2,6,1185540,1,1,0
2,1,38,1,2,6,1185540,2,1,0
2,1,45,1,,4,1185610,1,0,0
2,2,45,2,,1,1185610,2,0,0
1,1,51,2,,4,1185760,1,0,0
1,2,49,1,2,4,1185760,2,0,0
2,1,29,1,2,6,1185850,1,0,0
2,2,28,1,,5,1185850,2,0,0
2,2,54,1,2,3,1186040,1,1,0
2,1,50,1,2,4,1186040,2,1,0
2,1,51,1,2,1,1186300,1,0,0
2,2,47,2,,1,1186300,2,0,0
2,2,45,1,2,4,1186320,1,1,0
2,1,41,1,2,3,1186320,2,1,0
2,1,36,1,2,4,1186360,1,1,0
2,2,33,2,,9,1186360,2,1,0
3,1,49,1,1,9,1186390,1,0,1
3,2,48,1,1,8,1186390,2,0,1
2,1,40,1,,4,1186410,1,1,0
2,2,34,1,2,9,1186410,2,1,0
3,2,41,1,2,7,1186570,1,0,0
3,1,37,1,2,9,1186570,2,0,0
2,1,36,1,2,9,1186580,1,1,0
2,2,35,1,2,9,1186580,2,1,0
2,1,38,1,2,4,1186600,1,1,0
2,2,37,1,2,4,1186600,2,1,0
2,1,49,1,2,4,1186610,1,0,0
2,2,48,1,2,4,1186610,2,0,0
1,1,46,1,2,4,1186620,1,1,0
1,2,41,1,2,4,1186620,2,1,0
2,1,42,1,,8,1186650,1,1,0
2,2,37,1,1,9,1186650,2,1,0
1,2,54,1,2,9,1186690,1,0,0
1,1,54,1,2,9,1186690,2,0,0
2,1,32,1,2,4,1186750,1,0,0
2,2,28,1,2,1,1186750,2,0,0
2,1,28,2,,1,1186760,1,1,0
2,2,27,2,,4,1186760,2,1,0
3,2,30,1,2,6,1186800,1,0,0
3,1,29,1,2,4,1186800,2,0,0
2,1,53,1,1,9,1186820,1,1,0
2,2,46,1,1,9,1186820,2,1,0
3,1,56,2,,1,1186830,1,1,0
3,2,43,1,1,2,1186830,2,1,0
2,2,38,2,,5,1187040,1,0,0
2,1,38,1,2,4,1187040,2,0,0
1,1,48,2,,4,1187070,1,0,0
1,2,47,1,2,4,1187070,2,0,0
4,1,47,2,,1,1187080,1,1,0
4,2,39,2,,1,1187080,2,1,0
2,1,51,1,2,6,1187110,1,1,0
2,2,49,1,2,8,1187110,2,1,0
3,1,44,1,2,8,1187250,1,1,0
3,2,40,2,,9,1187250,2,1,0
3,1,49,1,2,4,1187260,1,0,0
3,2,48,1,2,4,1187260,2,0,0
2,1,45,1,2,4,1187370,1,0,0
2,2,33,1,2,8,1187370,2,0,0
2,1,34,1,1,8,1187460,1,1,0
2,2,33,1,2,7,1187460,2,1,0
4,1,40,1,2,1,1187530,1,0,0
4,2,40,1,2,1,1187530,2,0,0
2,2,41,1,,9,1187690,1,1,0
2,1,40,2,,9,1187690,2,1,0
3,1,41,1,2,4,1187800,1,1,0
3,2,34,2,,6,1187800,2,1,0
2,1,51,1,2,5,1187830,1,0,0
2,2,48,1,2,4,1187830,2,0,0
2,1,31,1,2,8,1187890,1,0,0
2,2,23,2,,1,1187890,2,0,0
2,1,39,1,2,8,1187990,1,0,0
2,2,36,1,2,8,1187990,2,0,0
3,1,38,1,2,5,1188160,1,1,0
3,2,35,2,,4,1188160,2,1,0
3,2,41,1,2,8,1188230,1,1,0
3,1,40,1,2,8,1188230,2,1,0
2,2,48,2,,8,1188250,1,1,0
2,1,45,1,,4,1188250,2,1,0
4,2,40,1,,9,1188530,1,0,0
4,1,38,1,,9,1188530,2,0,0
2,1,43,2,,4,1188540,1,1,0
2,2,39,2,,5,1188540,2,1,0
4,1,43,1,2,5,1188740,1,1,0
4,2,39,1,2,8,1188740,2,1,0
4,2,36,1,2,1,1188810,1,0,0
4,1,36,1,2,4,1188810,2,0,0
4,1,38,1,2,1,1188980,1,0,0
4,2,37,2,,1,1188980,2,0,0
3,1,40,1,2,4,1189030,1,0,0
3,2,29,2,,1,1189030,2,0,0
2,1,37,1,2,4,1189180,1,0,0
2,2,32,1,2,6,1189180,2,0,0
2,1,54,1,2,4,1189190,1,1,0
2,2,43,1,2,1,1189190,2,1,0
2,1,47,1,2,5,1189230,1,0,0
2,2,45,1,2,4,1189230,2,0,0
4,2,41,1,2,9,1189280,1,0,1
4,1,41,1,2,5,1189280,2,0,1
2,1,48,1,2,9,1189410,1,1,0
2,2,48,1,2,8,1189410,2,1,0
2,1,53,1,2,4,1189470,1,1,0
2,2,46,1,2,4,1189470,2,1,0
3,1,44,1,1,9,1189480,1,0,1
3,2,40,1,1,9,1189480,2,0,1
2,2,49,1,,9,1189540,1,1,0
2,1,45,1,2,9,1189540,2,1,0
2,1,54,1,2,4,1189620,1,1,0
2,2,48,1,2,4,1189620,2,1,0
2,1,36,1,1,9,1189630,1,1,0
2,2,33,1,1,9,1189630,2,1,0
2,1,37,1,2,8,1189650,1,0,0
2,2,20,2,,3,1189650,2,0,0
2,2,40,2,,4,1189740,1,1,0
2,1,38,1,2,4,1189740,2,1,0
2,2,46,1,2,9,1189780,1,0,0
2,1,37,1,2,4,1189780,2,0,0
2,2,37,1,2,9,1189930,1,0,0
2,1,36,1,,9,1189930,2,0,0
2,1,53,2,,8,1190020,1,0,0
2,2,46,1,2,3,1190020,2,0,0
2,2,44,1,1,9,1190040,1,1,0
2,1,42,1,1,9,1190040,2,1,0
3,2,46,1,2,9,1190150,1,0,0
3,1,45,1,2,8,1190150,2,0,0
4,1,31,1,2,4,1190190,1,1,0
4,2,27,2,,3,1190190,2,1,0
2,1,39,1,2,9,1190220,1,1,0
2,2,38,1,2,9,1190220,2,1,0
2,1,47,1,2,5,1190230,1,0,0
2,2,41,1,2,1,1190230,2,0,0
1,1,52,1,2,4,1190240,1,0,0
1,2,50,1,2,7,1190240,2,0,0
4,1,34,1,2,4,1190360,1,1,0
4,2,29,2,,4,1190360,2,1,0
3,1,34,1,2,5,1190420,1,0,0
3,2,33,1,1,9,1190420,2,0,0
2,1,41,1,2,8,1190440,1,1,0
2,2,38,1,2,9,1190440,2,1,0
4,2,33,1,2,5,1190490,1,1,1
4,1,31,1,2,5,1190490,2,1,1
3,2,31,2,,4,1190520,1,1,0
3,1,30,1,2,4,1190520,2,1,0
2,1,43,1,2,8,1190530,1,1,0
2,2,38,1,2,5,1190530,2,1,0
2,2,50,1,2,9,1190590,1,0,0
2,2,48,1,,9,1190590,2,0,0
3,1,48,1,2,3,1190660,1,1,0
3,2,40,2,,3,1190660,2,1,0
2,1,34,1,2,4,1190750,1,1,0
2,2,28,1,2,4,1190750,2,1,0
2,1,39,1,,1,1190860,1,1,0
2,2,35,1,2,8,1190860,2,1,0
2,2,46,1,2,8,1190890,1,0,0
2,1,46,1,,9,1190890,2,0,0
2,1,44,1,1,1,1190980,1,1,0
2,2,33,1,1,1,1190980,2,1,0
2,2,42,1,1,5,1191000,1,1,0
2,1,42,1,1,5,1191000,2,1,0
2,2,38,2,,4,1191020,1,0,0
2,1,36,1,2,4,1191020,2,0,0
2,1,36,1,2,9,1191250,1,0,0
2,2,30,1,2,9,1191250,2,0,0
2,1,46,1,2,9,1191300,1,1,0
2,2,37,1,2,9,1191300,2,1,0
2,1,33,1,2,8,1191350,1,0,0
2,2,33,1,2,8,1191350,2,0,0
2,1,40,1,2,9,1191400,1,0,0
2,2,36,1,2,8,1191400,2,0,0
3,1,34,1,2,5,1191410,1,1,0
3,2,25,2,,3,1191410,2,1,0
2,1,33,1,2,1,1191440,1,1,0
2,2,29,1,2,8,1191440,2,1,0
0,1,58,1,2,4,1191450,1,0,0
0,2,56,1,2,1,1191450,2,0,0
2,2,25,2,,4,1191520,1,1,0
2,1,24,1,2,1,1191520,2,1,0
3,1,45,1,2,4,1191600,1,1,0
3,2,39,1,2,5,1191600,2,1,0
2,1,47,2,,8,1191740,1,0,0
2,2,37,2,,4,1191740,2,0,0
2,1,31,1,2,1,1191750,1,0,0
2,2,29,1,2,4,1191750,2,0,0
2,2,39,1,1,4,1191800,1,0,0
2,1,37,2,,4,1191800,2,0,0
3,2,53,1,2,6,1191900,1,0,0
3,1,49,1,2,8,1191900,2,0,0
2,1,40,2,,8,1192020,1,0,0
2,2,36,1,,4,1192020,2,0,0
3,2,35,1,2,8,1192100,1,0,0
3,1,28,1,2,9,1192100,2,0,0
3,1,57,1,2,8,1192130,1,0,0
3,2,32,2,,9,1192130,2,0,0
3,1,52,1,2,8,1192330,1,1,0
3,2,48,1,2,4,1192330,2,1,0
3,1,37,1,,5,1192380,1,1,0
3,2,35,1,2,9,1192380,2,1,0
2,1,39,1,,4,1192460,1,0,0
2,2,36,1,1,8,1192460,2,0,0
3,2,49,1,2,9,1192620,1,0,0
3,1,48,1,,3,1192620,2,0,0
2,2,44,1,2,4,1192660,1,1,0
2,1,43,2,,6,1192660,2,1,0
2,2,28,1,2,2,1192690,1,0,0
2,1,25,1,2,2,1192690,2,0,0
2,1,31,1,,4,1192700,1,0,0
2,2,26,1,,5,1192700,2,0,0
2,1,44,1,2,7,1192720,1,1,0
2,2,43,2,,9,1192720,2,1,0
2,2,30,1,2,4,1192810,1,0,0
2,1,29,1,2,4,1192810,2,0,0
2,1,30,1,2,4,1192840,1,0,0
2,2,30,1,2,9,1192840,2,0,0
2,2,37,1,2,5,1192870,1,1,0
2,1,36,1,2,9,1192870,2,1,0
2,1,50,1,2,8,1192940,1,0,0
2,2,46,1,,7,1192940,2,0,0
4,1,41,2,,1,1193020,1,1,0
4,2,37,1,1,1,1193020,2,1,0
3,1,38,1,1,4,1193150,1,1,0
3,2,35,1,1,7,1193150,2,1,0
2,1,41,1,,9,1193200,1,0,0
2,2,39,2,,4,1193200,2,0,0
2,1,36,1,2,4,1193310,1,1,0
2,2,34,1,2,8,1193310,2,1,0
2,1,36,1,1,4,1193360,1,0,0
2,2,32,1,1,9,1193360,2,0,0
2,2,46,1,2,8,1193440,1,0,0
2,1,43,1,,4,1193440,2,0,0
2,1,45,1,2,8,1193480,1,1,0
2,2,45,1,2,8,1193480,2,1,0
2,1,47,1,2,8,1193770,1,0,0
2,2,45,1,2,9,1193770,2,0,0
1,1,58,1,2,4,1193900,1,0,0
1,2,57,1,2,4,1193900,2,0,0
3,1,51,1,,1,1193980,1,0,0
3,2,40,1,2,1,1193980,2,0,0
2,2,24,2,,8,1194140,1,0,0
2,1,23,1,2,5,1194140,2,0,0
2,1,43,2,,4,1194160,1,0,0
2,2,39,2,,9,1194160,2,0,0
3,1,34,1,2,5,1194200,1,0,0
3,2,32,1,2,6,1194200,2,0,0
2,1,29,2,,5,1194250,1,1,0
2,2,25,1,2,5,1194250,2,1,0
2,1,51,1,2,4,1194260,1,0,1
2,2,46,1,2,7,1194260,2,0,1
3,1,34,1,2,6,1194270,1,1,0
3,2,31,2,,3,1194270,2,1,0
2,1,37,2,,4,1194300,1,0,0
2,2,32,2,,4,1194300,2,0,0
2,1,34,1,2,8,1194320,1,1,0
2,2,32,1,2,8,1194320,2,1,0
2,1,32,1,2,5,1194500,1,1,0
2,2,30,1,2,5,1194500,2,1,0
3,2,44,1,2,6,1194560,1,1,0
3,1,44,1,2,6,1194560,2,1,0
4,1,56,1,2,1,1194680,1,1,0
4,2,47,1,2,1,1194680,2,1,0
3,1,49,1,2,9,1194890,1,0,0
3,2,48,1,2,9,1194890,2,0,0
3,2,48,2,,8,1194930,1,0,0
3,1,43,1,2,9,1194930,2,0,0
2,1,38,1,2,5,1194940,1,1,0
2,2,38,1,2,8,1194940,2,1,0
3,1,51,1,2,9,1195120,1,1,0
3,2,47,1,2,8,1195120,2,1,0
2,1,53,1,1,5,1195150,1,0,0
2,2,29,1,1,7,1195150,2,0,0
1,2,55,2,,2,1195200,1,1,0
1,1,54,1,2,1,1195200,2,1,0
3,2,35,1,2,5,1195580,1,0,1
3,1,34,1,2,9,1195580,2,0,1
3,1,47,1,2,7,1195620,1,1,0
3,2,46,1,1,1,1195620,2,1,0
1,2,48,2,,4,1195730,1,1,0
1,1,44,2,,6,1195730,2,1,0
3,2,40,1,1,9,1195840,1,1,0
3,1,38,1,1,9,1195840,2,1,0
1,1,54,1,2,4,1195860,1,0,0
1,2,51,1,2,6,1195860,2,0,0
2,1,31,1,1,9,1196150,1,1,0
2,2,29,1,1,8,1196150,2,1,0
3,2,41,1,2,5,1196170,1,0,0
3,1,39,1,2,4,1196170,2,0,0
2,1,38,1,2,8,1196210,1,1,0
2,2,34,1,2,9,1196210,2,1,0
2,1,42,1,1,1,1196320,1,0,0
2,2,41,1,1,4,1196320,2,0,0
4,1,43,1,2,1,1196370,1,0,0
4,2,39,2,,5,1196370,2,0,0
2,2,38,1,2,5,1196440,1,1,0
2,1,36,1,2,4,1196440,2,1,0
6,1,46,2,,4,1196630,1,1,0
6,2,30,2,,1,1196630,2,1,0
3,1,38,1,1,8,1196660,1,1,1
3,2,35,1,1,8,1196660,2,1,1
2,1,45,1,2,4,1196680,1,0,0
2,2,42,1,2,4,1196680,2,0,0
2,2,34,1,2,8,1196790,1,1,0
2,1,33,1,2,6,1196790,2,1,0
5,1,41,1,2,4,1196840,1,0,0
5,2,41,1,2,4,1196840,2,0,0
3,2,45,1,2,4,1196870,1,0,0
3,1,43,1,2,4,1196870,2,0,0
2,2,44,1,2,9,1196910,1,1,0
2,1,42,1,2,9,1196910,2,1,0
2,2,39,1,2,8,1196950,1,1,0
2,1,37,1,2,4,1196950,2,1,0
2,1,46,2,,4,1197120,1,1,0
2,2,42,2,,4,1197120,2,1,0
3,1,36,1,2,4,1197180,1,1,0
3,2,32,2,,5,1197180,2,1,0
3,1,39,1,2,8,1197210,1,1,0
3,2,38,1,2,8,1197210,2,1,0
2,2,33,1,2,4,1197250,1,1,0
2,1,31,1,2,4,1197250,2,1,0
4,1,50,1,2,1,1197280,1,0,0
4,2,34,2,,1,1197280,2,0,0
2,1,52,2,,1,1197290,1,0,0
2,2,51,1,2,4,1197290,2,0,0
2,1,39,1,2,8,1197370,1,0,0
2,2,33,1,2,8,1197370,2,0,0
3,1,41,1,2,7,1197430,1,0,0
3,2,40,2,,7,1197430,2,0,0
2,1,47,1,2,7,1197640,1,1,0
2,2,44,1,2,9,1197640,2,1,0
2,1,40,1,2,8,1197700,1,0,0
2,2,39,1,2,9,1197700,2,0,0
3,1,43,1,2,9,1197810,1,0,0
3,2,41,1,2,8,1197810,2,0,0
3,1,52,2,,4,1197820,1,1,0
3,2,42,2,,1,1197820,2,1,0
2,1,46,1,2,9,1197890,1,1,0
2,2,45,1,2,9,1197890,2,1,0
3,1,39,2,,1,1197900,1,1,0
3,2,38,2,,3,1197900,2,1,0
2,2,33,1,2,4,1197930,1,1,0
2,1,30,1,,4,1197930,2,1,0
1,1,51,1,2,4,1197960,1,0,0
1,2,47,1,2,8,1197960,2,0,0
2,1,35,1,2,1,1197970,1,0,0
2,2,32,2,,4,1197970,2,0,0
2,1,28,1,2,2,1197990,1,0,0
2,2,26,1,2,5,1197990,2,0,0
2,1,45,1,2,9,1198040,1,0,0
2,2,41,1,2,5,1198040,2,0,0
4,2,41,2,,4,1198100,1,0,0
4,1,40,1,2,8,1198100,2,0,0
2,1,34,1,2,5,1198320,1,0,0
2,2,32,1,2,4,1198320,2,0,0
2,1,47,2,,4,1198340,1,1,0
2,2,46,1,1,4,1198340,2,1,0
3,1,39,2,,9,1198350,1,1,0
3,2,33,1,2,4,1198350,2,1,0
2,1,44,2,,4,1198400,1,1,0
2,2,34,1,2,5,1198400,2,1,0
2,1,31,1,2,5,1198590,1,1,0
2,2,29,1,2,4,1198590,2,1,0
2,1,47,2,,1,1198600,1,0,0
2,2,43,1,2,5,1198600,2,0,0
3,1,38,1,2,9,1198620,1,0,0
3,2,38,1,2,9,1198620,2,0,0
2,1,29,1,,8,1198650,1,1,0
2,2,26,2,,4,1198650,2,1,0
2,1,37,1,2,9,1198850,1,1,0
2,2,31,1,2,9,1198850,2,1,0
3,2,42,1,2,4,1198940,1,1,0
